#ESV	Root	Lat	Lon	Verses	Comment
Egypt	On	>30.108086	>31.338220	Gen 12:10, Gen 12:11, Gen 12:14, Gen 13:1, Gen 13:10, Gen 15:18, Gen 21:21, Gen 25:18, Gen 26:2, Gen 37:25, Gen 37:28, Gen 37:36, Gen 39:1, Gen 40:1, Gen 40:5, Gen 41:8, Gen 41:19, Gen 41:29, Gen 41:30, Gen 41:33, Gen 41:34, Gen 41:36, Gen 41:41, Gen 41:43, Gen 41:44, Gen 41:45, Gen 41:46, Gen 41:48, Gen 41:53, Gen 41:54, Gen 41:55, Gen 41:56, Gen 41:57, Gen 42:1, Gen 42:2, Gen 42:3, Gen 43:2, Gen 43:15, Gen 45:4, Gen 45:8, Gen 45:9, Gen 45:13, Gen 45:18, Gen 45:19, Gen 45:20, Gen 45:23, Gen 45:25, Gen 45:26, Gen 46:3, Gen 46:4, Gen 46:6, Gen 46:7, Gen 46:8, Gen 46:20, Gen 46:26, Gen 46:27, Gen 47:6, Gen 47:11, Gen 47:13, Gen 47:14, Gen 47:15, Gen 47:20, Gen 47:21, Gen 47:26, Gen 47:27, Gen 47:28, Gen 47:29, Gen 47:30, Gen 48:5, Gen 50:7, Gen 50:14, Gen 50:22, Gen 50:26, Ex 1:1, Ex 1:5, Ex 1:8, Ex 1:15, Ex 1:17, Ex 1:18, Ex 2:23, Ex 3:7, Ex 3:10, Ex 3:11, Ex 3:12, Ex 3:16, Ex 3:17, Ex 3:18, Ex 3:19, Ex 3:20, Ex 4:18, Ex 4:19, Ex 4:20, Ex 4:21, Ex 5:4, Ex 5:12, Ex 6:11, Ex 6:13, Ex 6:26, Ex 6:27, Ex 6:28, Ex 6:29, Ex 7:3, Ex 7:4, Ex 7:5, Ex 7:11, Ex 7:19, Ex 7:21, Ex 7:22, Ex 8:5, Ex 8:6, Ex 8:7, Ex 8:16, Ex 8:17, Ex 8:24, Ex 9:4, Ex 9:9, Ex 9:18, Ex 9:22, Ex 9:23, Ex 9:24, Ex 9:25, Ex 10:7, Ex 10:12, Ex 10:13, Ex 10:14, Ex 10:15, Ex 10:19, Ex 10:21, Ex 10:22, Ex 11:1, Ex 11:3, Ex 11:4, Ex 11:5, Ex 11:6, Ex 11:7, Ex 11:9, Ex 12:1, Ex 12:12, Ex 12:13, Ex 12:17, Ex 12:27, Ex 12:29, Ex 12:30, Ex 12:39, Ex 12:40, Ex 12:41, Ex 12:42, Ex 12:51, Ex 13:3, Ex 13:8, Ex 13:9, Ex 13:14, Ex 13:15, Ex 13:16, Ex 13:17, Ex 13:18, Ex 14:5, Ex 14:7, Ex 14:8, Ex 14:11, Ex 14:12, Ex 14:20, Ex 16:1, Ex 16:3, Ex 16:6, Ex 16:32, Ex 17:3, Ex 18:1, Ex 19:1, Ex 20:2, Ex 22:21, Ex 23:9, Ex 23:15, Ex 29:46, Ex 32:1, Ex 32:4, Ex 32:7, Ex 32:8, Ex 32:11, Ex 32:23, Ex 33:1, Ex 34:18, Lev 11:45, Lev 18:3, Lev 19:34, Lev 19:36, Lev 22:33, Lev 23:43, Lev 25:38, Lev 25:42, Lev 25:55, Lev 26:13, Lev 26:45, Num 1:1, Num 3:13, Num 8:17, Num 9:1, Num 11:5, Num 11:18, Num 11:20, Num 13:22, Num 14:2, Num 14:3, Num 14:4, Num 14:19, Num 14:22, Num 15:41, Num 20:5, Num 20:15, Num 20:16, Num 21:5, Num 22:5, Num 22:11, Num 23:22, Num 24:8, Num 26:4, Num 26:59, Num 32:11, Num 33:1, Num 33:38, Deut 1:27, Deut 1:30, Deut 4:20, Deut 4:34, Deut 4:37, Deut 4:45, Deut 4:46, Deut 5:6, Deut 5:15, Deut 6:12, Deut 6:21, Deut 6:22, Deut 7:8, Deut 7:15, Deut 7:18, Deut 8:14, Deut 9:7, Deut 9:12, Deut 9:26, Deut 10:19, Deut 10:22, Deut 11:3, Deut 11:4, Deut 11:10, Deut 13:5, Deut 13:10, Deut 15:15, Deut 16:1, Deut 16:3, Deut 16:6, Deut 16:12, Deut 17:16, Deut 20:1, Deut 23:4, Deut 24:9, Deut 24:18, Deut 24:22, Deut 25:17, Deut 26:5, Deut 26:8, Deut 28:27, Deut 28:60, Deut 28:68, Deut 29:2, Deut 29:16, Deut 29:25, Deut 34:11, Josh 2:10, Josh 5:4, Josh 5:5, Josh 5:6, Josh 5:9, Josh 9:9, Josh 13:3, Josh 24:4, Josh 24:5, Josh 24:6, Josh 24:7, Josh 24:14, Josh 24:17, Josh 24:32, Judg 2:1, Judg 2:12, Judg 6:8, Judg 6:13, Judg 11:13, Judg 11:16, Judg 19:30, 1 Sam 2:27, 1 Sam 8:8, 1 Sam 10:18, 1 Sam 12:6, 1 Sam 12:8, 1 Sam 15:2, 1 Sam 15:6, 1 Sam 15:7, 1 Sam 27:8, 1 Sam 30:13, 2 Sam 7:6, 2 Sam 7:23, 1 Kgs 3:1, 1 Kgs 4:21, 1 Kgs 4:30, 1 Kgs 6:1, 1 Kgs 8:9, 1 Kgs 8:16, 1 Kgs 8:21, 1 Kgs 8:51, 1 Kgs 8:53, 1 Kgs 8:65, 1 Kgs 9:9, 1 Kgs 9:16, 1 Kgs 10:28, 1 Kgs 10:29, 1 Kgs 11:17, 1 Kgs 11:18, 1 Kgs 11:21, 1 Kgs 11:40, 1 Kgs 12:2, 1 Kgs 12:28, 1 Kgs 14:25, 2 Kgs 7:6, 2 Kgs 17:4, 2 Kgs 17:7, 2 Kgs 17:36, 2 Kgs 18:21, 2 Kgs 18:24, 2 Kgs 19:24, 2 Kgs 21:15, 2 Kgs 23:29, 2 Kgs 23:34, 2 Kgs 24:7, 2 Kgs 25:26, 1 Chr 13:5, 1 Chr 17:21, 2 Chr 1:16, 2 Chr 1:17, 2 Chr 5:10, 2 Chr 6:5, 2 Chr 7:22, 2 Chr 9:26, 2 Chr 9:28, 2 Chr 10:2, 2 Chr 12:2, 2 Chr 12:3, 2 Chr 12:9, 2 Chr 20:10, 2 Chr 26:8, 2 Chr 35:20, 2 Chr 36:3, 2 Chr 36:4, Neh 9:9, Neh 9:17, Neh 9:18, Ps 68:31, Ps 78:12, Ps 78:43, Ps 78:51, Ps 80:8, Ps 81:5, Ps 81:10, Ps 105:23, Ps 105:38, Ps 106:7, Ps 106:21, Ps 114:1, Ps 135:8, Ps 135:9, Ps 136:10, Isa 7:18, Isa 10:26, Isa 11:11, Isa 11:16, Isa 19:1, Isa 19:12, Isa 19:13, Isa 19:14, Isa 19:15, Isa 19:18, Isa 19:19, Isa 19:20, Isa 19:22, Isa 19:23, Isa 19:24, Isa 19:25, Isa 20:3, Isa 20:4, Isa 20:5, Isa 23:5, Isa 27:13, Isa 30:2, Isa 30:3, Isa 31:1, Isa 36:6, Isa 36:9, Isa 37:25, Isa 43:3, Isa 45:14, Isa 52:4, Jer 2:6, Jer 2:18, Jer 2:36, Jer 7:22, Jer 7:25, Jer 9:26, Jer 11:4, Jer 11:7, Jer 16:14, Jer 23:7, Jer 24:8, Jer 25:19, Jer 26:21, Jer 26:22, Jer 26:23, Jer 31:32, Jer 32:20, Jer 32:21, Jer 34:13, Jer 37:5, Jer 37:7, Jer 41:17, Jer 42:14, Jer 42:15, Jer 42:16, Jer 42:17, Jer 42:18, Jer 42:19, Jer 43:2, Jer 43:7, Jer 43:11, Jer 43:12, Jer 43:13, Jer 44:1, Jer 44:8, Jer 44:12, Jer 44:13, Jer 44:14, Jer 44:15, Jer 44:24, Jer 44:26, Jer 44:27, Jer 44:28, Jer 44:30, Jer 46:2, Jer 46:8, Jer 46:11, Jer 46:13, Jer 46:14, Jer 46:17, Jer 46:19, Jer 46:20, Jer 46:24, Jer 46:25, Jer 46:26, Lam 5:6, Ezek 17:15, Ezek 19:4, Ezek 20:5, Ezek 20:6, Ezek 20:7, Ezek 20:8, Ezek 20:9, Ezek 20:10, Ezek 20:36, Ezek 23:3, Ezek 23:8, Ezek 23:19, Ezek 23:27, Ezek 27:7, Ezek 29:2, Ezek 29:3, Ezek 29:6, Ezek 29:9, Ezek 29:10, Ezek 29:12, Ezek 29:14, Ezek 29:19, Ezek 29:20, Ezek 30:4, Ezek 30:6, Ezek 30:8, Ezek 30:10, Ezek 30:11, Ezek 30:13, Ezek 30:15, Ezek 30:16, Ezek 30:18, Ezek 30:19, Ezek 30:21, Ezek 30:22, Ezek 30:25, Ezek 31:2, Ezek 32:2, Ezek 32:12, Ezek 32:15, Ezek 32:16, Ezek 32:18, Ezek 32:20, Dan 9:15, Dan 11:8, Dan 11:42, Dan 11:43, Hos 2:15, Hos 7:11, Hos 7:16, Hos 8:13, Hos 9:3, Hos 9:6, Hos 11:1, Hos 11:5, Hos 11:11, Hos 12:1, Hos 12:9, Hos 12:13, Hos 13:4, Joel 3:19, Amos 2:10, Amos 3:1, Amos 3:9, Amos 4:10, Amos 8:8, Amos 9:5, Amos 9:7, Mic 6:4, Mic 7:12, Mic 7:15, Nahum 3:9, Hag 2:5, Zech 10:10, Zech 10:11, Zech 14:18, Zech 14:19, Matt 2:13, Matt 2:14, Matt 2:15, Matt 2:19, Acts 2:10, Acts 7:9, Acts 7:10, Acts 7:11, Acts 7:12, Acts 7:15, Acts 7:17, Acts 7:18, Acts 7:34, Acts 7:36, Acts 7:39, Acts 7:40, Acts 13:17, Heb 3:16, Heb 8:9, Heb 11:26, Heb 11:27, Jude 1:5, Rev 11:8	region
Egypt's	On	>30.108086	>31.338220	Isa 19:6, Isa 30:7, Ezek 30:9	
Ekron		31.77761410537458	34.85214575880509	Josh 13:3, Josh 15:11, Josh 15:45, Josh 15:46, Josh 19:43, Judg 1:18, 1 Sam 5:10, 1 Sam 6:16, 1 Sam 6:17, 1 Sam 7:14, 1 Sam 17:52, 2 Kgs 1:2, 2 Kgs 1:3, 2 Kgs 1:6, 2 Kgs 1:16, Jer 25:20, Amos 1:8, Zeph 2:4, Zech 9:5, Zech 9:7	
Elam	Susa	>32.18919123705116	>48.25788647687722	Gen 14:1, Gen 14:9, Isa 11:11, Isa 21:2, Isa 22:6, Jer 25:25, Jer 49:34, Jer 49:35, Jer 49:36, Jer 49:37, Jer 49:38, Jer 49:39, Ezek 32:24, Dan 8:2	region
Elath		29.528502	35.005732	Deut 2:8, 2 Kgs 14:22, 2 Kgs 16:6	
El-bethel	Bethel 1	<31.93053920580005	<35.22103274923676	Gen 35:7	
Elealeh		31.813796	35.824275	Num 32:3, Num 32:37, Isa 15:4, Isa 16:9, Jer 48:34	
Elim		29.306194	32.980924	Ex 15:27, Ex 16:1, Num 33:9, Num 33:10	~
Elishah	Cyprus	35.018306	33.207693	Ezek 27:7	
Elkosh		?		Nahum 1:1	
Ellasar		>37.056944	>40.997222	Gen 14:1, Gen 14:9	region; http://en.wikipedia.org/wiki/Urkesh
Elon		31.973818	35.116531	Josh 19:43	
Elonbeth-hanan		31.852593	35.109078	1 Kgs 4:9	
Eloth	Elath	29.528502	35.005732	1 Kgs 9:26, 2 Chr 8:17, 2 Chr 26:2	
El-paran	Paran	~29.151667	~33.541944	Gen 14:6	
Elteke	Eltekeh	31.869521	35.066880	Josh 21:23	
Eltekeh		31.869521	35.066880	Josh 19:44	
Eltekon		31.660570	34.995406	Josh 15:59	from tyndale
Eltolad	Baalath-beer	~32.049953	~35.733402	Josh 15:30, Josh 19:4	
Emek-keziz	Beth-hoglah	~31.837062	~35.513151	Josh 18:21	
Emmaus		31.83945022372554	34.9895293285359	Luke 24:13	
Enaim	Timnah 1	~31.784368	~34.909680	Gen 38:14, Gen 38:21	
Enam		~32.15	~35.1260	Josh 15:34	
En-dor		32.62570020915744	35.38566744418715	Josh 17:11, 1 Sam 28:7, Ps 83:10	
Eneglaim		~30.998062	~35.498547	Ezek 47:10	
En-gannim 1		31.750000	34.950106	Josh 15:34	~
En-gannim 2		32.46349905885267	35.3036831926058	Josh 19:21, Josh 21:29	
Engedi		31.46152536164766	35.39241108242345	Josh 15:62, 1 Sam 23:29, 1 Sam 24:1, 2 Chr 20:2, Sng 1:14, Ezek 47:10	
En-haddah		32.478425	35.254452	Josh 19:21	
En-hakkore	Beth-shemesh 1	~31.75274835811488	~34.97660913147738	Judg 15:19	
En-hazor		33.100000	35.350000	Josh 19:37	~
En-mishpat	Kadesh-barnea	30.68771281376111	34.49479554246946	Gen 14:7	
En-rimmon	Ain 2	31.370835	34.860665	Neh 11:29	
En-rogel		31.767775	35.234408	Josh 15:7, Josh 18:16, 2 Sam 17:17, 1 Kgs 1:9	
En-shemesh		31.774020	35.270231	Josh 15:7, Josh 18:17	
En-tappuah	Tappuah 1	32.11666666666667	35.23333333333333	Josh 17:7	
Ephah	Midian	~>28.932881	~>34.90832	Isa 60:6	
Ephes-dammim		31.691186	34.944496	1 Sam 17:1	
Ephesus		37.95331433666365	27.36782511573013	Acts 18:19, Acts 18:21, Acts 18:24, Acts 19:1, Acts 19:17, Acts 19:26, Acts 19:35, Acts 20:16, Acts 20:17, 1 Cor 15:32, 1 Cor 16:8, Eph 1:1, 1 Tim 1:3, 2 Tim 1:18, 2 Tim 4:12, Rev 1:11, Rev 2:1	
Ephraim	Ophrah 1	31.95378955858199	35.29913577541004	John 11:54	
Ephraim Gate	Jerusalem	<31.777444	<35.234935	2 Kgs 14:13, 2 Chr 25:23	
Ephrath	Bethlehem 1	31.70536129174666	35.21026630105202	Gen 35:16, Gen 35:19, Gen 48:7	
Ephrathah	Bethlehem 1	31.70536129174666	35.21026630105202	Ruth 4:11, Ps 132:6	
Ephron 1	Mount Ephron	~31.675746	~35.042407	Josh 18:15	
Ephron 2	Ophrah 1	31.95378955858199	35.29913577541004	2 Chr 13:19	
Erech		32.322222	45.636111	Gen 10:10, Ezra 4:9	now Uruk
Esau	Bozrah 1	>30.734691	>35.606250	Gen 36:40, Jer 49:10, Obad 1:6, Obad 1:18	
Esek	Gerar	~31.39129109635703	~34.56057015639144	Gen 26:20	
Eshan		31.420175	35.033537	Josh 15:52	
Eshtaol		31.782429	35.009012	Josh 15:33, Josh 19:41, Judg 13:25, Judg 16:31, Judg 18:2, Judg 18:8, Judg 18:11	
Eshtemoa	Anim	31.373521	35.074552	Josh 21:14, 1 Sam 30:28, 1 Chr 6:57	
Eshtemoh	Anim	31.373521	35.074552	Josh 15:50	
Etam 1		31.736294	35.054850	Judg 15:8, Judg 15:11	http://www.tiuli.com/english/Judean_Mountains/Judean_Mountains.asp
Etam 2	Ain 2	~31.370835	~34.860665	1 Chr 4:32	
Etam 3		31.686465	35.174740	2 Chr 11:6	now Khirbet el Khokh; palestine-family.net/index.php?nav=8-18&cid=17&did=193
Etham		30.467511	32.282767	Ex 13:20, Num 33:6, Num 33:7, Num 33:8	~
Ether	Ashnah	~31.8099	~34.9365	Josh 15:42, Josh 19:7	
Ethiopia		>21.959788	>31.343557	Est 1:1, Est 8:9, Job 28:19	region
Eth-kazin	Dimnah	~32.781808	~35.321364	Josh 19:13	
Euphrates		35.090577	40.427780	Gen 2:14, Gen 15:18, Gen 31:21, Gen 36:37, Ex 23:31, Deut 1:7, Deut 11:24, Josh 1:4, Josh 24:2, 2 Sam 8:3, 2 Sam 10:16, 1 Kgs 4:21, 1 Kgs 4:24, 1 Kgs 14:15, 2 Kgs 23:29, 2 Kgs 24:7, 1 Chr 1:48, 1 Chr 5:9, 1 Chr 18:3, 1 Chr 19:16, 2 Chr 9:26, 2 Chr 35:20, Isa 27:12, Jer 2:18, Jer 13:4, Jer 13:5, Jer 13:6, Jer 13:7, Jer 46:2, Jer 46:6, Jer 46:10, Jer 51:63, Rev 9:14, Rev 16:12	river
Ezem	Baalath-beer	~32.049953	~35.733402	Josh 15:29, Josh 19:3, 1 Chr 4:29	
Ezion-geber		29.75804307645581	35.0306017443078	Num 33:35, Num 33:36, Deut 2:8, 1 Kgs 9:26, 1 Kgs 22:48, 2 Chr 8:17, 2 Chr 20:36	
Fair Havens		34.92138418681769	24.73114125973342	Acts 27:8	
Field of Blood	Jerusalem	~31.777444	~35.234935	Matt 27:8, Acts 1:19	
Fish Gate	Jerusalem	<31.777444	<35.234935	2 Chr 33:14, Neh 3:3, Neh 12:39, Zeph 1:10	
Forum of Appius		41.468706	12.993929	Acts 28:15	http://gnswww.nga.mil/geonames/Gazetteer/Search/Results.jsp?Feature__Unique_Feature_ID=-117178&Diacritics=Yes&reload=1
Fountain Gate	Jerusalem	<31.777444	<35.234935	Neh 2:14, Neh 3:15, Neh 12:37	
Gaash	Timnath-heres	~32.121473	~35.150392	Josh 24:30, Judg 2:9, 2 Sam 23:30, 1 Chr 11:32	
Gabbatha	Jerusalem	~31.777444	~35.234935	John 19:13	
Galatia	Lystra	>37.57813498250009	>32.45318282875567	Acts 16:6, Acts 18:23, 1 Cor 16:1, Gal 1:2, 2 Tim 4:10, 1 Pet 1:1	
Galeed	Ramoth-gilead	32.56526757366849	36.00555930879645	Gen 31:47, Gen 31:48	
Galilee	Nazareth	>32.70674542474383	>35.30152807767973	Josh 12:23, Josh 20:7, Josh 21:32, 1 Kgs 9:11, 2 Kgs 15:29, 1 Chr 6:76, Isa 9:1, Matt 2:22, Matt 3:13, Matt 4:12, Matt 4:15, Matt 4:23, Matt 4:25, Matt 17:22, Matt 19:1, Matt 21:11, Matt 26:32, Matt 27:55, Matt 28:7, Matt 28:10, Matt 28:16, Mark 1:9, Mark 1:14, Mark 1:28, Mark 1:39, Mark 3:7, Mark 6:21, Mark 9:30, Mark 14:28, Mark 15:41, Mark 16:7, Luke 1:26, Luke 2:4, Luke 2:39, Luke 3:1, Luke 4:14, Luke 4:31, Luke 5:17, Luke 8:26, Luke 17:11, Luke 23:5, Luke 23:49, Luke 23:55, Luke 24:6, John 1:43, John 2:1, John 2:11, John 4:3, John 4:43, John 4:45, John 4:46, John 4:47, John 4:54, John 7:1, John 7:9, John 7:41, John 7:52, John 12:21, John 21:2, Acts 1:11, Acts 9:31, Acts 10:37, Acts 13:31	region
Gallim		31.816667	35.250000	1 Sam 25:44, Isa 10:30	~; from tyndale
Gamad	Arvad	~34.856082	~35.858485	Ezek 27:11	
Gareb	Jerusalem	<31.777444	<35.234935	Jer 31:39	
Gate of Benjamin	Jerusalem	<31.777444	<35.234935	Zech 14:10	
Gate of Ephraim	Jerusalem	<31.777444	<35.234935	Neh 8:16, Neh 12:39	
Gate of Yeshanah	Jerusalem	<31.777444	<35.234935	Neh 3:6, Neh 12:39	
Gate of the Foundation	Jerusalem	<31.777444	<35.234935	2 Chr 23:5	
Gate of the Guard	Jerusalem	<31.777444	<35.234935	Neh 12:39	
Gath		31.69352950368834	34.84388288576839	Josh 11:22, Josh 13:3, 1 Sam 5:8, 1 Sam 6:17, 1 Sam 7:14, 1 Sam 17:4, 1 Sam 17:23, 1 Sam 17:52, 1 Sam 21:10, 1 Sam 21:12, 1 Sam 27:2, 1 Sam 27:3, 1 Sam 27:4, 1 Sam 27:11, 2 Sam 1:20, 2 Sam 15:18, 2 Sam 21:20, 2 Sam 21:22, 1 Kgs 2:39, 1 Kgs 2:40, 1 Kgs 2:41, 2 Kgs 12:17, 1 Chr 7:21, 1 Chr 8:13, 1 Chr 18:1, 1 Chr 20:6, 1 Chr 20:8, 2 Chr 11:8, 2 Chr 26:6, Ps 56:1, Amos 6:2, Mic 1:10	
Gath-hepher		32.73918470119603	35.32822661816711	Josh 19:13, 2 Kgs 14:25	
Gath-rimmon 1		32.06972222222223	34.88305555555556	Josh 19:45, Josh 21:24, 1 Chr 6:69	
Gath-rimmon 2	Ibleam	32.45	35.2833	Josh 21:25	
Gaza		31.52481769532773	34.4333647185274	Gen 10:19, Deut 2:23, Josh 10:41, Josh 11:22, Josh 13:3, Josh 15:47, Judg 1:18, Judg 6:4, Judg 16:1, Judg 16:21, 1 Sam 6:17, 1 Kgs 4:24, 2 Kgs 18:8, Jer 25:20, Jer 47:1, Jer 47:5, Amos 1:6, Amos 1:7, Zeph 2:4, Zech 9:5, Acts 8:26	
Geba 1		31.85787804122625	35.25975521608824	Josh 18:24, Josh 21:17, 1 Sam 13:3, 1 Sam 13:16, 1 Sam 14:5, 1 Kgs 15:22, 2 Kgs 23:8, 1 Chr 6:60, 1 Chr 8:6, 2 Chr 16:6, Ezra 2:26, Neh 7:30, Neh 11:31, Neh 12:29, Isa 10:29, Zech 14:10	
Geba 2	Gibeon	31.84684772753698	35.18491237777512	2 Sam 5:25	
Gebal		34.11910360710159	35.6461419556213	1 Kgs 5:18, Ps 83:7, Ezek 27:9	
Gebim		31.800000	35.250000	Isa 10:31	~
Geder	Gedor 1	31.633330	35.083333	Josh 12:13	
Gederah		31.823337	34.777779	Josh 15:36, 1 Chr 4:23, 1 Chr 12:4	
Gederoth	Gederah	~31.823337	~34.777779	Josh 15:41, 2 Chr 28:18	
Gederothaim	Gederah	~31.823337	~34.777779	Josh 15:36	
Gedor 1		31.633330	35.083333	Josh 15:58, 1 Chr 12:7	
Gedor 2	Gederah	~31.823337	~34.777779	1 Chr 4:39	
Geliloth	Gilgal 1	31.86378328132916	35.51854651224448	Josh 18:17	
Gennesaret		32.85935860372527	35.50993742021974	Matt 14:34, Mark 6:53, Luke 5:1	
Gerar		31.39129109635703	34.56057015639144	Gen 10:19, Gen 20:1, Gen 20:2, Gen 26:1, Gen 26:6, Gen 26:20, Gen 26:26, 2 Chr 14:13, 2 Chr 14:14	
Geruth Chimham	Bethlehem 1	~31.70536129174666	~35.21026630105202	Jer 41:17	
Geshur		33.000000	36.416670	Josh 13:13, 2 Sam 3:3, 2 Sam 13:37, 2 Sam 13:38, 2 Sam 14:23, 2 Sam 14:32, 2 Sam 15:8, 1 Chr 2:23, 1 Chr 3:2	~; now Leja
Gethsemane	Jerusalem	~31.777444	~35.234935	Matt 26:36, Mark 14:32	
Gezer		31.87611111111111	34.9225	Josh 10:33, Josh 12:12, Josh 16:3, Josh 16:10, Josh 21:21, Judg 1:29, 2 Sam 5:25, 1 Kgs 9:15, 1 Kgs 9:16, 1 Kgs 9:17, 1 Chr 6:67, 1 Chr 7:28, 1 Chr 14:16, 1 Chr 20:4	
Giah	Ammah	~31.869005	~35.343177	2 Sam 2:24	
Gibbethon		31.976623	35.004896	Josh 19:44, Josh 21:23, 1 Kgs 15:27, 1 Kgs 16:15, 1 Kgs 16:17	now Qibya
Gibeah 1		31.82378102460309	35.23100936128631	Josh 18:28, Josh 24:33, Judg 19:12, Judg 19:13, Judg 19:14, Judg 19:15, Judg 19:16, Judg 20:4, Judg 20:5, Judg 20:9, Judg 20:10, Judg 20:13, Judg 20:14, Judg 20:15, Judg 20:19, Judg 20:20, Judg 20:21, Judg 20:25, Judg 20:29, Judg 20:30, Judg 20:31, Judg 20:34, Judg 20:36, Judg 20:37, Judg 20:43, 1 Sam 10:10, 1 Sam 10:26, 1 Sam 11:4, 1 Sam 13:2, 1 Sam 13:15, 1 Sam 14:2, 1 Sam 14:16, 1 Sam 15:34, 1 Sam 22:6, 1 Sam 23:19, 1 Sam 26:1, 2 Sam 21:6, 2 Sam 23:29, 1 Chr 11:31, 1 Chr 12:3, Isa 10:29, Hos 5:8, Hos 9:9, Hos 10:9	
Gibeah 2	Carmel	~31.43333151674604	~35.13333188530802	Josh 15:57, 2 Chr 13:2	
Gibeath-elohim	Bethel 1	~31.93053920580005	~35.22103274923676	1 Sam 10:5	
Gibeath-haaraloth	Gilgal 1	31.86378328132916	35.51854651224448	Josh 5:3	
Gibeon		31.84684772753698	35.18491237777512	Josh 9:3, Josh 9:17, Josh 10:1, Josh 10:2, Josh 10:4, Josh 10:5, Josh 10:6, Josh 10:10, Josh 10:12, Josh 10:41, Josh 11:19, Josh 18:25, Josh 21:17, 2 Sam 2:12, 2 Sam 2:13, 2 Sam 2:16, 2 Sam 2:24, 2 Sam 3:30, 2 Sam 20:8, 1 Kgs 3:4, 1 Kgs 3:5, 1 Kgs 9:2, 1 Chr 6:60, 1 Chr 8:29, 1 Chr 9:35, 1 Chr 12:4, 1 Chr 14:16, 1 Chr 16:39, 1 Chr 21:29, 2 Chr 1:3, 2 Chr 1:13, Neh 3:7, Neh 7:25, Jer 28:1, Jer 41:12, Jer 41:16	
Gidom	Rimmon 1	~31.934660	~35.297063	Judg 20:45	
Gihon 1		?	?	Gen 2:13	
Gihon 2		31.773116	35.237186	1 Kgs 1:33, 1 Kgs 1:38, 1 Kgs 1:45, 2 Chr 32:30, 2 Chr 33:14	
Gilboa		32.516667	35.400000	1 Sam 28:4, 2 Sam 1:21, 2 Sam 21:12	
Gilead		>32.042523	>35.724241	Gen 31:21, Gen 31:23, Gen 31:25, Gen 37:25, Num 32:1, Num 32:26, Num 32:29, Num 32:39, Num 32:40, Deut 2:36, Deut 3:10, Deut 3:12, Deut 3:13, Deut 3:15, Deut 3:16, Deut 4:43, Deut 34:1, Josh 12:2, Josh 12:5, Josh 13:11, Josh 13:25, Josh 13:31, Josh 17:1, Josh 17:5, Josh 17:6, Josh 20:8, Josh 21:38, Josh 22:9, Josh 22:13, Josh 22:15, Josh 22:32, Judg 5:17, Judg 10:4, Judg 10:8, Judg 10:17, Judg 10:18, Judg 11:5, Judg 11:7, Judg 11:8, Judg 11:9, Judg 11:10, Judg 11:11, Judg 11:29, Judg 12:4, Judg 12:5, Judg 12:7, Judg 20:1, 1 Sam 13:7, 2 Sam 2:9, 2 Sam 17:26, 2 Sam 24:6, 1 Kgs 4:13, 1 Kgs 4:19, 1 Kgs 17:1, 2 Kgs 10:33, 2 Kgs 15:25, 2 Kgs 15:29, 1 Chr 2:22, 1 Chr 5:9, 1 Chr 5:10, 1 Chr 5:16, 1 Chr 6:80, 1 Chr 26:31, 1 Chr 27:21, Ps 60:7, Ps 108:8, Sng 4:1, Sng 6:5, Jer 8:22, Jer 22:6, Jer 46:11, Jer 50:19, Ezek 47:18, Hos 6:8, Hos 12:11, Amos 1:3, Amos 1:13, Obad 1:19, Mic 7:14, Zech 10:10	region
Gilgal 1		31.86378328132916	35.51854651224448	Deut 11:30, Josh 4:19, Josh 4:20, Josh 5:9, Josh 5:10, Josh 9:6, Josh 10:6, Josh 10:7, Josh 10:9, Josh 10:15, Josh 10:43, Josh 14:6, Josh 15:7, Judg 2:1, Judg 3:19, 1 Sam 7:16, 1 Sam 10:8, 1 Sam 11:14, 1 Sam 11:15, 1 Sam 13:4, 1 Sam 13:7, 1 Sam 13:8, 1 Sam 13:12, 1 Sam 13:15, 1 Sam 15:12, 1 Sam 15:21, 1 Sam 15:33, 2 Sam 19:15, 2 Sam 19:40, Hos 4:15, Hos 9:15, Hos 12:11, Amos 4:4, Amos 5:5, Mic 6:5	
Gilgal 2		32.029737	35.222604	2 Kgs 2:1, 2 Kgs 4:38	
Gilo	Giloh	31.616667	35.083333	2 Sam 23:34	
Giloh		31.616667	35.083333	Josh 15:51, 2 Sam 15:12	~
Gimzo		31.928659	34.943219	2 Chr 28:18	
Gittaim	Hadid	~31.963575	~34.952536	2 Sam 4:3, Neh 11:33	
Goah	Jerusalem	<31.777444	<35.234935	Jer 31:39	
Gob	Gezer	31.87611111111111	34.9225	2 Sam 21:18, 2 Sam 21:19	
Gog		>46	>47	Rev 20:8	region
Goiim		?	?	Gen 14:1, Gen 14:9, Josh 12:23	
Golan		32.80007552505443	35.93730130476259	Deut 4:43, Josh 20:8, Josh 21:27, 1 Chr 6:71	
Golgotha	Jerusalem	<31.777444	<35.234935	Matt 27:33, Mark 15:22, John 19:17	
Gomer		?		Ezek 38:6	
